"","location","max_T","min_T","diff_max_T","diff_min_T","Precip_A","Precip_P","Probability","Quality"
"353","LTFJ",NA,NA,NA,NA,NA,NA,NA,NA
"354","LYBE",81,54,6.68331475603225,10.2240051200063,"None","None",0.694,0.9
"355","LYPG",91,71,0.080464397126093,-0.592271708747376,"None",NA,0.532,0.85
"356","LZIB",80,53,3.90407395067919,9.94468669039633,"None","None",0.446,0.8
"357","MDPC",86,77,2.04679303165865,0.161279944838725,"Rain-Thunderstorm","Rain",0.484,0.8
"358","MDSD",89,72,-0.574461077122038,0.445366119271071,"Thunderstorm","TStorm",0.644,0.8
"359","MKJP",90,77,-0.961339010216619,1.07119124775082,"Rain-Thunderstorm","TStorm",0.478,0.9
"360","MMAA",93,76,-2.72202463896753,0.220614122380567,"Rain","Rain",0.804,0.95
"361","MMGL",NA,NA,NA,NA,NA,NA,NA,NA
"362","MMHO",105,76,-5.40843404292461,0.653980445790609,"None","None",0.674,0.257142857142857
"363","MMMX",73,55,0.296361954144118,2.34803767055593,"Rain","Rain",1,0.9
"364","MMMY",NA,NA,NA,NA,NA,NA,NA,NA
"365","MMPR",87,75,1.94494527688026,0.693237473617145,"None","Rain",0.57,0.95
"366","MMSD",95,75,-2.74051290298657,0.993171017864029,"None","None",0.538,0.85
"367","MMTJ",73,59,5.40926536255712,3.35502835383602,"None","Rain",0.56,0.85
"368","MMUN",89,78,-2.434147763575,-2.71409353733016,"None","Rain",0.658,0.9
"369","MPTO",93,77,-6.84120430991641,-1.9943754068086,"Rain-Thunderstorm","Rain",0.646,0.95
"370","MUHA",89,71,1.30993068901714,-0.288577973957516,"Fog","None",0.43,0.95
"371","MUVR",89,71,-0.860849405443716,0.782729803041931,"None","None",0.482,0.85
"372","MWCR",90,80,-0.94487882162457,-0.431131638430159,"Thunderstorm","Rain",0.528,0.9
"373","MYNN",91,76,1.30000161653652,3.23331696200336,"Rain-Thunderstorm","Rain",0.662,0.9
"374","MZBZ",88,80,-1.465243581579,-3.21773916736008,"None","Rain",0.384,0.842857142857143
"375","NCRG",82,71,-4.63891769153382,-4.26437052135563,"None","None",0.624,0.75
"376","NZAA",NA,NA,NA,NA,NA,NA,NA,NA
"377","NZCH",46,24,6.42798425600657,9.65169048605659,"None","Rain",0.596,0.8
"378","NZWN",48,44,4.73311522715045,-0.207538729955481,"Rain","Rain",0.502,0.85
"379","OBBI",101,89,1.48961923496529,0.764129130988522,"None","None",0.81,0.9
"380","OEDF",111,91,0.639978823056111,-3.96045251658424,"None","None",0.608,0.7
"381","OEDR",114,89,-1.48020744225057,-3.66533846345624,"None","None",0.942,0.95
"382","OEJN",96,81,4.99970369665004,2.04082560013605,"None","None",0.712,0.85
"383","OEMA",NA,NA,NA,NA,NA,NA,NA,NA
"384","OERK",NA,NA,NA,NA,NA,NA,NA,NA
"385","OIIE",NA,NA,NA,NA,NA,NA,NA,NA
"386","OIII",104,82,-3.64613256594521,-4.54299059678924,"None","Rain",0.53,0.9
"387","OIMM",NA,NA,NA,NA,NA,NA,NA,NA
"388","OISS",100,72,3.20510989734898,-5.03895059343924,"None","None",0.54,0.735714285714286
"389","OITT",101,71,-5.77957886508597,0.00644733345795601,"None","TStorm",0.462,0.75
"390","OJAI",NA,NA,NA,NA,NA,NA,NA,NA
"391","OKBK",NA,NA,NA,NA,NA,NA,NA,NA
"392","OLBA",NA,NA,NA,NA,NA,NA,NA,NA
"393","OMAA",NA,NA,NA,NA,NA,NA,NA,NA
"394","OMDB",NA,NA,NA,NA,NA,NA,NA,NA
"395","OMDW",105,84,-4.86486793032975,-4.24499396873418,"None","None",0.522,0.107142857142857
"396","OMSJ",103,87,6.7854616368549,0.586708290350117,"None","None",0.57,0.9
"397","OOMS",NA,NA,NA,NA,NA,NA,NA,NA
"398","OPRN",NA,NA,NA,NA,NA,NA,NA,NA
"399","OPST",NA,NA,NA,NA,NA,NA,NA,NA
"400","ORBI",NA,NA,NA,NA,NA,NA,NA,NA
"401","ORMM",NA,NA,NA,NA,NA,NA,NA,NA
"402","OSAP",NA,NA,NA,NA,NA,NA,NA,NA
"403","OSDI",NA,NA,NA,NA,NA,NA,NA,NA
"404","OSLK",NA,NA,NA,NA,NA,NA,NA,NA
"405","PAFA",75,56,-0.637582757178322,-1.36588028361584,"Rain","Rain",0.532,0.9
"406","PANC",73,53,-7.8348441429156,-2.14721382402151,"Rain","None",0.508,0.85
"407","PGUM",86,75,2.07762952027826,3.01731308539627,"None","Rain",0.594,0.9
"408","PHNL",NA,NA,NA,NA,NA,NA,NA,NA
"409","PR20",NA,NA,NA,NA,NA,NA,NA,NA
"410","RCBS",NA,NA,NA,NA,NA,NA,NA,NA
"411","RCKH",87,80,3.38865846133783,0.243366360023401,"Rain","None",0.652,0.95
"412","RCTP",89,78,3.95943507920553,1.07214056475203,"None","None",0.576,0.85
"413","RJAA",86,66,1.46126674810597,6.2021588267686,"Fog","Rain",0.556,0.9
"414","RJBB",82,73,3.28900359963184,2.8673363627732,"None","None",0.624,0.95
"415","RJCC",84,57,-10.1967711793376,5.25098444739129,"Fog","None",0.51,0.75
"416","RJFF",NA,NA,NA,NA,NA,NA,NA,NA
"417","RJFK",NA,NA,NA,NA,NA,NA,NA,NA
"418","RJGG",84,71,1.8688692181659,5.22972655764814,"None","Rain",0.746,0.5
"419","rjns",NA,NA,NA,NA,NA,NA,NA,NA
"420","RJOO",NA,NA,NA,NA,NA,NA,NA,NA
"421","RJTT",84,71,1.81320944508242,4.58595744526083,"None","None",0.512,0.9
"422","RJTY",89,68,-2.83714848891015,4.94288444747403,"None","Rain",0.998,0.821428571428571
"423","RKJB",NA,NA,NA,NA,NA,NA,NA,NA
"424","RKJK",89,75,-8.37467106113903,-1.12226940991432,"Fog-Rain-Thunderstorm","Rain",0.948,0.921428571428571
"425","RKPC",78,71,5.94562456410745,3.34875287870392,"Rain","None",0.668,0.85
"426","RKPK",86,73,-3.14581836908039,0.612859157787824,"Rain","None",0.782,0.9
"427","RKSI",89,77,-9.12222928159038,-6.05335074836334,"Rain","Rain",0.596,0.6
"428","RKSO",93,73,-12.3227435532401,-2.44864716216398,"Rain","Rain",0.522,0.85
"429","RKSS",93,75,-10.8399132358883,-2.90980922597912,"Rain","None",0.516,0.9
"430","RKTU",93,71,-9.45552050694847,1.32325072989777,"Rain","None",0.542,0.85
"431","ROAH",NA,NA,NA,NA,NA,NA,NA,NA
"432","RODN",84,79,3.72678335495559,0.703686845640277,"Rain","Rain",0.53,0.85
"433","RPLC",NA,NA,NA,NA,NA,NA,NA,NA
"434","RPLL",NA,NA,NA,NA,NA,NA,NA,NA
"435","RPMD",NA,NA,NA,NA,NA,NA,NA,NA
"436","RPVM",NA,NA,NA,NA,NA,NA,NA,NA
"437","SAEZ",NA,NA,NA,NA,NA,NA,NA,NA
"438","SBBE",NA,NA,NA,NA,NA,NA,NA,NA
"439","SBBR",81,58,-3.18817484471316,-2.67356782834131,"None","None",0.63,0.9
"440","SBCF",NA,NA,NA,NA,NA,NA,NA,NA
"441","SBCT",68,55,-3.37345273213965,-6.31483786584324,"Rain","None",0.436,0.8
"442","SBFL",NA,NA,NA,NA,NA,NA,NA,NA
"443","SBGL",NA,NA,NA,NA,NA,NA,NA,NA
"444","SBGR",66,57,4.4420896081552,-4.52544411804099,"Rain","None",0.57,0.95
"445","SBSP",64,60,6.01204823130352,-3.98300508332616,"Rain","None",0.696,0.792857142857143
"446","SBSV",NA,NA,NA,NA,NA,NA,NA,NA
"447","SCEL",NA,NA,NA,NA,NA,NA,NA,NA
"448","SELT",65,45,-0.0629151631136864,0.512317232363365,"Rain","Rain",0.558,0.764285714285714
"449","SEQM",75,53,6.24316684996987,-2.90375024323959,"Fog","None",0.834,0.107142857142857
"450","SKBO",NA,NA,NA,NA,NA,NA,NA,NA
"451","SPIM",NA,NA,NA,NA,NA,NA,NA,NA
"452","SPZO",NA,NA,NA,NA,NA,NA,NA,NA
"453","SUMU",NA,NA,NA,NA,NA,NA,NA,NA
"454","TJSJ",NA,NA,NA,NA,NA,NA,NA,NA
"455","TNCM",86,79,1.112418042972,-0.0806172454190488,"Rain","Rain",0.69,0.95
"456","UAAA",80,60,8.10176042808203,2.63734384601906,"None","None",0.446,0.85
"457","UACC",81,50,-0.67493877409386,7.5284929594482,"Rain","None",0.488,0.9
"458","UAFM",NA,NA,NA,NA,NA,NA,NA,NA
"459","UAKK",NA,NA,NA,NA,NA,NA,NA,NA
"460","UBBB",88,75,0.904176507820097,-1.82499141525619,"None","None",0.548,0.85
"461","UDYZ",96,71,-1.20726584928457,-1.97325987026618,"None","None",0.522,0.55
"462","UGTB",NA,NA,NA,NA,NA,NA,NA,NA
"463","UKBB",64,51,18.3375638953282,9.0763598350043,"Rain","None",0.534,0.95
"464","UKCC",NA,NA,NA,NA,NA,NA,NA,NA
"465","UKFF",75,62,10.8092713662701,0.536531423403432,"None","None",0.458,0.6
"466","UKHH",68,57,17.8452698114248,7.7350760143519,"Rain","None",0.75,0.535714285714286
"467","UKOO",NA,NA,NA,NA,NA,NA,NA,NA
"468","ULLI",59,54,18.9825635556688,5.76213801289507,"Fog-Rain","None",0.576,0.95
"469","UMMS",64,50,13.9724566312532,7.42972438248307,"Rain","None",0.492,0.95
"470","UNKL",62,46,13.2491687265527,7.63930074302726,"Fog-Rain","None",0.42,0.65
"471","URSS",NA,NA,NA,NA,NA,NA,NA,NA
"472","USSS",75,55,-1.15299554069455,1.61671544989234,"Fog-Rain-Thunderstorm","None",0.548,0.6
"473","UTTT",99,63,-0.0290043245404092,6.19327675122928,"None","Rain",0.556,0.807142857142857
"474","UUBW",NA,NA,NA,NA,NA,NA,NA,NA
"475","UUDD",NA,NA,NA,NA,NA,NA,NA,NA
"476","UUEE",66,53,15.0435350629911,8.02868183732085,"Rain","None",0.6,0.8
"477","UUWW",NA,NA,NA,NA,NA,NA,NA,NA
"478","UWUU",79,64,-0.284132985473988,-7.46632353098858,"Rain","None",0.564,0.55
"479","UWWW",77,64,7.11154876179292,-4.79900245869504,"Rain-Thunderstorm","None",0.738,0.65
"480","VABB",90,79,-5.19695491257677,-2.37225656239566,"Rain","None",0.51,0.85
"481","VAGO",NA,NA,NA,NA,NA,NA,NA,NA
"482","VCBI",NA,NA,NA,NA,NA,NA,NA,NA
"483","VCRI",NA,NA,NA,NA,NA,NA,NA,NA
"484","VDPP",96,80,-3.99367538765547,-3.17552092581489,"None","None",0.574,0.864285714285714
"485","VDSR",95,80,-5.00496908648404,-2.25957614335957,"None","None",0.584,0.45
"486","VECC",93,81,-0.160785545507693,-1.02144626120025,"Rain","Rain",0.648,0.85
"487","VHHH",94,82,-2.15632863243586,0.0585154335164049,"None","Rain",0.502,0.9
"488","VIAR",91,75,6.30960249866067,2.97168167929645,"Rain-Thunderstorm","Rain",0.498,0.892857142857143
"489","VIDP",78,75,16.7332889316384,6.13202071818905,"Rain-Thunderstorm","Rain",0.602,0.95
"490","VMMC",94,79,-5.56108844697816,1.15107777107522,"None","Rain",0.666,0.95
"491","VOBL",NA,NA,NA,NA,NA,NA,NA,NA
"492","VOCI",NA,NA,NA,NA,NA,NA,NA,NA
"493","VOCL",NA,NA,NA,NA,NA,NA,NA,NA
"494","VOHS",NA,NA,NA,NA,NA,NA,NA,NA
"495","VOMM",100,73,-5.08277279984196,4.66859991803534,"Rain-Thunderstorm","Rain",0.772,0.95
"496","VOTV",86,77,-0.596722288593838,-0.032441964031122,"None","None",0.628,0.885714285714286
"497","VRMM",86,76,0.606467896741677,2.93076696114724,"Rain-Thunderstorm","None",0.49,0.707142857142857
"498","VTBD",NA,NA,NA,NA,NA,NA,NA,NA
"499","VTBS",NA,NA,NA,NA,NA,NA,NA,NA
"500","VTCC",96,78,-4.24997409560275,-2.03848311561688,"None","Rain",0.568,0.885714285714286
"501","VVDN",93,80,1.72158319187798,-2.64602385371532,"None","Rain",0.404,0.8
"502","VVNB",NA,NA,NA,NA,NA,NA,NA,NA
"503","VVTS",NA,NA,NA,NA,NA,NA,NA,NA
"504","VYMD",NA,NA,NA,NA,NA,NA,NA,NA
"505","VYYY",NA,NA,NA,NA,NA,NA,NA,NA
"506","WAAA",93,72,-1.95264209630226,-0.609424802950414,"None","None",0.7,0.85
"507","WADD",NA,NA,NA,NA,NA,NA,NA,NA
"508","WARR",86,71,1.06750516851704,1.4960237137562,"None","None",0.658,0.5
"509","WBSB",92,73,-2.41839876981821,0.968874813748542,"None","None",0.506,0.764285714285714
"510","WIII",NA,NA,NA,NA,NA,NA,NA,NA
"511","WMKK",93,79,-1.8182676972921,-3.49630962584381,"Rain","Rain",0.444,0.8
"512","WSSS",NA,NA,NA,NA,NA,NA,NA,NA
"513","YBBN",68,49,1.07202946743732,-0.087103420937872,"Fog-Rain","None",0.566,0.85
"514","YMML",NA,NA,NA,NA,NA,NA,NA,NA
"515","YPPH",NA,NA,NA,NA,NA,NA,NA,NA
"516","YSCB",NA,NA,NA,NA,NA,NA,NA,NA
"517","YSSY",68,43,-3.92027598620456,4.7344822020452,"Fog-Rain-Thunderstorm","None",0.502,0.9
"518","ZBAA",NA,NA,NA,NA,NA,NA,NA,NA
"519","ZBTJ",NA,NA,NA,NA,NA,NA,NA,NA
"520","ZBYN",91,64,-5.70183550386483,2.20552031450842,"None","None",0.624,0.85
"521","ZGGG",NA,NA,NA,NA,NA,NA,NA,NA
"522","ZGHA",NA,NA,NA,NA,NA,NA,NA,NA
"523","ZGKL",NA,NA,NA,NA,NA,NA,NA,NA
"524","ZGNN",93,75,-1.29100102769712,2.43821185084619,"None","Rain",0.504,0.8
"525","ZGSZ",NA,NA,NA,NA,NA,NA,NA,NA
"526","ZHCC",NA,NA,NA,NA,NA,NA,NA,NA
"527","ZHHH",92,75,-2.06767005223342,1.85591060775243,"None","Rain",0.884,0.7
"528","ZJHK",95,71,-4.00771145626747,4.39768576914666,"None","Rain",0.376,0.5
"529","ZJSY",86,74,1.71533834108902,0.796574812995686,"None","Rain",0.636,0.55
"530","ZLXY",93,69,-3.72213342020832,0.612390859249714,"None","None",0.574,0.9
"531","ZPPP",81,55,-3.83856756376832,8.09850297506521,"None","None",0.486,0.8
"532","ZSAM",NA,NA,NA,NA,NA,NA,NA,NA
"533","ZSFZ",91,80,3.86315145381708,-2.25177580052159,"Rain","Rain",0.444,0.55
"534","ZSHC",77,74,19.5024883309507,7.25397014612561,"Rain","Rain",0.42,0.9
"535","ZSJN",NA,NA,NA,NA,NA,NA,NA,NA
"536","ZSNB",NA,NA,NA,NA,NA,NA,NA,NA
"537","ZSNJ",NA,NA,NA,NA,NA,NA,NA,NA
"538","ZSPD",75,73,13.2794801204109,4.89682099750823,"Rain","None",0.534,0.7
"539","ZSSS",NA,NA,NA,NA,NA,NA,NA,NA
"540","ZSWZ",NA,NA,NA,NA,NA,NA,NA,NA
"541","ZUCK",NA,NA,NA,NA,NA,NA,NA,NA
"542","ZUGY",84,62,1.0293834336003,6.29918436643187,"None","None",0.526,0.507142857142857
"543","ZUUU",NA,NA,NA,NA,NA,NA,NA,NA
"544","ZWWW",77,62,11.8084955566552,8.48079001886744,"Rain","Rain",0.526,0.85
"545","ZYHB",NA,NA,NA,NA,NA,NA,NA,NA
"546","ZYTL",86,71,-4.4435201491636,-1.19087139358751,"Fog-Rain","Rain",0.498,0.85
"547","ZYTX",89,69,-6.27878373399896,-1.91946558128463,"None","None",0.488,0.9
